URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (code),TypeOfEstablishment (name),EstablishmentTypeGroup (code),EstablishmentTypeGroup (name),EstablishmentStatus (code),EstablishmentStatus (name),ReasonEstablishmentOpened (code),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (code),ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (code),PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (code),Boarders (name),NurseryProvision (name),OfficialSixthForm (code),OfficialSixthForm (name),Gender (code),Gender (name),ReligiousCharacter (code),ReligiousCharacter (name),ReligiousEthos (name),Diocese (code),Diocese (name),AdmissionsPolicy (code),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (code),SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (code),TrustSchoolFlag (name),Trusts (code),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (code),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,BSOInspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),AdministrativeWard (code),AdministrativeWard (name),ParliamentaryConstituency (code),ParliamentaryConstituency (name),UrbanRural (code),UrbanRural (name),GSSLACode (name),Easting,Northing,MSOA (name),LSOA (name),InspectorateName (name),SENStat,SENNoStat,BoardingEstablishment (name),PropsName,PreviousLA (code),PreviousLA (name),PreviousEstablishmentNumber,Country (name),UPRN,SiteName,QABName (code),QABName (name),EstablishmentAccredited (code),EstablishmentAccredited (name),QABReport,CHNumber,MSOA (code),LSOA (code),FSM,AccreditationExpiryDate
101734,306,Croydon,2037,Rowdown Junior School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,00,Not applicable,02-09-1997,2,Primary,7,11,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,29-11-2019,Calley Down Crescent,New Addington,,Croydon,Surrey,CR0 0EG,,,,,,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000008,Croydon,E05011471,New Addington South,E14000654,Croydon Central,A1,(England/Wales) Urban major conurbation,E09000008,538912,162307,Croydon 036,Croydon 036A,,,,,,999,,,,,,0,Not applicable,0,Not applicable,,,E02000229,E01001076,,
101735,306,Croydon,2038,Rowdown Infants' School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,00,Not applicable,02-09-1997,2,Primary,5,7,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,29-11-2019,Calley Down Crescent,New Addington,,Croydon,Surrey,CR0 0EG,,,,,,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000008,Croydon,E05011471,New Addington South,E14000654,Croydon Central,A1,(England/Wales) Urban major conurbation,E09000008,538912,162307,Croydon 036,Croydon 036A,,,,,,999,,,,,,0,Not applicable,0,Not applicable,,,E02000229,E01001076,,
101737,306,Croydon,2041,Spring Park Junior School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,00,Not applicable,01-09-1998,2,Primary,7,11,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,29-11-2019,Bridle Road,Shirley,,Croydon,Surrey,CR0 8HQ,,,,,,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000008,Croydon,E05011483,Shirley South,E14000654,Croydon Central,A1,(England/Wales) Urban major conurbation,E09000008,537228,165357,Croydon 025,Croydon 025D,,,,,,999,,,,,,0,Not applicable,0,Not applicable,,,E02000218,E01001135,,
101738,306,Croydon,2042,Spring Park Infants' School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,00,Not applicable,01-09-1998,2,Primary,5,7,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,29-11-2019,Bridle Road,Shirley,,Croydon,Surrey,CR0 8HQ,,,,,,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000008,Croydon,E05011483,Shirley South,E14000654,Croydon Central,A1,(England/Wales) Urban major conurbation,E09000008,537228,165357,Croydon 025,Croydon 025D,,,,,,999,,,,,,0,Not applicable,0,Not applicable,,,E02000218,E01001135,,
101739,306,Croydon,2043,St Peter's Primary School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,10,Academy Converter,31-03-2017,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,420,2,No Special Classes,19-01-2017,407,200,210,9.1,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,29-11-2019,Normanton Road,,,South Croydon,Surrey,CR2 7AR,,,Mr,Paul,Thomas,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000008,Croydon,E05011484,South Croydon,E14000656,Croydon South,A1,(England/Wales) Urban major conurbation,E09000008,533097,163788,Croydon 029,Croydon 029C,,,,,,999,,,,,,0,Not applicable,0,Not applicable,,,E02000222,E01001038,37,
101740,306,Croydon,2044,Broadmead Junior School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,01,Result of Amalgamation/Merger,31-08-2010,2,Primary,7,11,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,360,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,29-11-2019,366 Sydenham Road,,,Croydon,Surrey,CR0 2EA,,,Mrs,Sue,Hine,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000008,Croydon,E05011479,Selhurst,E14000655,Croydon North,A1,(England/Wales) Urban major conurbation,E09000008,532926,166996,Croydon 013,Croydon 013B,,,,,,999,,,,100020626076,,0,Not applicable,0,Not applicable,,,E02000206,E01001109,,
101741,306,Croydon,2046,West Thornton Primary School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,10,Academy Converter,31-05-2011,2,Primary,4,11,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,582,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,29-11-2019,Rosecourt Road,,,Croydon,Surrey,CR0 3BS,,,Mr,Stuart,Roberts,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000008,Croydon,E05011488,West Thornton,E14000655,Croydon North,A1,(England/Wales) Urban major conurbation,E09000008,530778,167053,Croydon 016,Croydon 016C,,,,,,999,,,,,,0,Not applicable,0,Not applicable,,,E02000209,E01001177,,
101742,306,Croydon,2047,Whitehorse Manor Junior School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,10,Academy Converter,31-03-2011,2,Primary,7,11,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,228,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,29-11-2019,Whitehorse Road,,,Thornton Heath,Surrey,CR7 8SB,,,Mr,Jolyon,Roberts,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000008,Croydon,E05011485,South Norwood,E14000655,Croydon North,A1,(England/Wales) Urban major conurbation,E09000008,532842,168080,Croydon 010,Croydon 010D,,,,,,999,,,,,,0,Not applicable,0,Not applicable,,,E02000203,E01001111,,
101743,306,Croydon,2048,Whitehorse Manor Infant School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,10,Academy Converter,31-03-2011,2,Primary,3,7,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,186,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,29-11-2019,Whitehorse Road,,,Thornton Heath,Surrey,CR7 8SB,,,Miss,L,Sampson,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000008,Croydon,E05011485,South Norwood,E14000655,Croydon North,A1,(England/Wales) Urban major conurbation,E09000008,532842,168080,Croydon 010,Croydon 010D,,,,,,999,,,,,,0,Not applicable,0,Not applicable,,,E02000203,E01001111,,
101744,306,Croydon,2049,Winterbourne Junior Boys' School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,06,For Academy,31-03-2014,2,Primary,7,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,1,Boys,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,277,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,29-11-2019,Winterbourne Road,,,Thornton Heath,Surrey,CR7 7QT,,,Mr,J H,Barker,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000008,Croydon,E05011464,Bensham Manor,E14000655,Croydon North,A1,(England/Wales) Urban major conurbation,E09000008,531246,168384,Croydon 009,Croydon 009B,,,,,,999,,,,10000104730,,0,Not applicable,0,Not applicable,,,E02000202,E01000995,,
101745,306,Croydon,2050,Winterbourne Junior Girls' School,01,Community school,4,Local authority maintained schools,1,Open,00,Not applicable,,00,Not applicable,,2,Primary,7,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,2,Girls,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,328,2,No Special Classes,15-01-2026,260,0,260,45.80,0,Not applicable,,,Not applicable,,Not under a federation,,,10078285,,Not applicable,29-06-2026,Winterbourne Road,,,Thornton Heath,Surrey,CR7 7QT,http://winterbournegirlsschool.co.uk/,02086843532,Mrs,Mary,Berkeley-Agyepong,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000008,Croydon,E05011464,Bensham Manor,E14001188,Croydon West,UN1,Urban: Nearer to a major town or city,E09000008,531246,168384,Croydon 009,Croydon 009B,,,,,,999,,,,10000104730,,0,Not applicable,0,Not applicable,,,E02000202,E01000995,119,
101746,306,Croydon,2051,Winterbourne Nursery and Infants' School,01,Community school,4,Local authority maintained schools,1,Open,00,Not applicable,,00,Not applicable,,2,Primary,3,7,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,450,1,Has Special Classes,15-01-2026,372,165,207,26.60,0,Not applicable,,,Not applicable,,Not under a federation,,,10071939,,Not applicable,29-06-2026,Winterbourne Road,,,Thornton Heath,Surrey,CR7 7QT,www.winterbournenurseryandinfants.co.uk,02086897684,Ms,Petra,Wigzell,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,HI - Hearing Impairment,ASD - Autistic Spectrum Disorder,,,,,,,,,,,,Resourced provision,12,12,,,H,London,E09000008,Croydon,E05011464,Bensham Manor,E14001188,Croydon West,UN1,Urban: Nearer to a major town or city,E09000008,531246,168384,Croydon 009,Croydon 009B,,,,,,999,,,,10000104730,,0,Not applicable,0,Not applicable,,,E02000202,E01000995,81,
101747,306,Croydon,2052,Wolsey Junior School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,06,For Academy,31-10-2013,2,Primary,7,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,360,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,29-11-2019,King Henry's Drive,New Addington,,Croydon,Surrey,CR0 0PH,,,Mr,Paul,Glover,Executive Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000008,Croydon,E05011470,New Addington North,E14000654,Croydon Central,A1,(England/Wales) Urban major conurbation,E09000008,538423,162936,Croydon 032,Croydon 032A,,,,,,999,,,,,,0,Not applicable,0,Not applicable,,,E02000225,E01001053,,
101748,306,Croydon,2053,Wolsey Infant School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,10,Academy Converter,31-08-2017,2,Primary,3,7,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,350,2,No Special Classes,19-01-2017,319,165,155,24.6,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,29-11-2019,King Henry's Drive,New Addington,,Croydon,Surrey,CR0 0PA,,,Mr,Philip,James,Acting Head Teacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000008,Croydon,E05011471,New Addington South,E14000654,Croydon Central,A1,(England/Wales) Urban major conurbation,E09000008,538488,162969,Croydon 032,Croydon 032A,,,,,,999,,,,,,0,Not applicable,0,Not applicable,,,E02000225,E01001053,65,
